Epoch;Time;Train_Loss;Val_Loss
1;268.49;7.1235;7.3829
2;272.39;6.1072;7.2948
3;271.69;5.8426;7.2124
4;273.71;5.6532;7.1802
5;274.07;5.4981;7.1013
6;274.20;5.3653;6.9500
7;267.61;5.2506;6.8990
8;268.72;5.1463;6.8400
9;267.32;5.0515;6.8527
10;266.57;4.9645;6.7220
